1572970534,8506.88
1572970549,4057.6
1572970564,8412.16
1572970579,8151.04
1572970594,8427.52
1572970609,8698.88
1572970624,8499.2
1572970639,8135.68
1572970654,8064
1572970669,7838.72
1572970684,7708.16
1572970699,7838.72
1572970714,8048.64
1572970729,8120.32
1572970744,8079.36
1572970759,7969.28
1572970774,7841.28
1572970789,7600.64
1572970804,7272.96
1572970819,7098.88
1572970834,6958.08
1572970849,6817.28
1572970864,6740.48
1572970879,6781.44
1572970894,6983.68
1572970909,7418.88
1572970924,7861.76
1572970939,8230.4
1572970954,8499.2
1572970969,8627.2
1572970984,8714.24
1572970999,8619.52
1572971014,8499.2
1572971029,8453.12
1572971044,8453.12
1572971059,8389.12
1572971074,8325.12
1572971089,8325.12
1572971104,8340.48
1572971119,8317.44
1572971134,8271.36
1572971149,8064
1572971164,7902.72
1572971179,7736.32
1572971194,7628.8
1572971209,7418.88
1572971224,7175.68
1572971239,7157.76
1572971254,7464.96
1572971269,7982.08
1572971284,8532.48
1572971299,9047.04
1572971314,9436.16
1572971329,9671.68
1572971344,9569.28
1572971359,9379.84
1572971374,8952.32
1572971389,8760.32
1572971404,9062.4
1572971419,9656.32
1572971434,10757.1
1572971449,12738.6
1572971464,19481.6
1572971479,19138.6
1572971494,18309.1
1572971509,15795.2
1572971524,17699.8
1572971539,18099.2
1572971554,20075.5
1572971569,16721.9
1572971584,15703
1572971599,15011.8
1572971614,15503.4
1572971629,14545.9
1572971644,20096
1572971659,18135
1572971674,14812.2
1572971689,14735.4
1572971704,13337.6
1572971719,13388.8
1572971734,12380.2
1572971749,11857.9
1572971764,11581.4
1572971779,11320.3
1572971794,11253.8
1572971809,11351
1572971824,11305
1572971839,10992.6
1572971854,10521.6
1572971869,10004.5
1572971884,10022.4
1572971899,10101.8
1572971914,10170.9
1572971929,10004.5
1572971944,9973.76
1572971959,9909.76
1572971974,9909.76
1572971989,10053.1
1572972004,10329.6
1572972019,10526.7
1572972034,10869.8
1572972049,11161.6
1572972064,11499.5
1572972079,12221.4
1572972094,12656.6
1572972109,12467.2
1572972124,11550.7
1572972139,11351
1572972154,11130.9
1572972169,11310.1
1572972184,11223
1572972199,11494.4
1572972214,12093.4
1572972229,14663.7
1572972244,17735.7
1572972259,18764.8
1572972274,20111.4
1572972289,20531.2
1572972304,19604.5
1572972319,19727.4
1572972334,18345
1572972349,15866.9
1572972364,15882.2
1572972379,18513.9
1572972394,18616.3
1572972409,17699.8
1572972424,19763.2
1572972439,17705
1572972454,19850.2
1572972469,16102.4
1572972484,15201.3
1572972499,15795.2
1572972514,16435.2
1572972529,12523.5
1572972544,10242.6
1572972559,8611.84
1572972574,7738.88
1572972589,7362.56
1572972604,7252.48
1572972619,6776.32
1572972634,6087.68
1572972649,5719.04
1572972664,5457.92
1572972679,5335.04
1572972694,5304.32
1572972709,5319.68
1572972724,5263.36
1572972739,5185.28
1572972754,5172.48
1572972769,5386.24
1572972784,5790.72
1572972799,6223.36
1572972814,6320.64
1572972829,6118.4
1572972844,5836.8
1572972859,5711.36
1572972874,5734.4
1572972889,5928.96
1572972904,5992.96
1572972919,5957.12
1572972934,5987.84
1572972949,6297.6
1572972964,6650.88
1572972979,6784
1572972994,7132.16
1572973009,7600.64
1572973024,7874.56
1572973039,8005.12
1572973054,8166.4
1572973069,9024
1572973084,10762.2
1572973099,12564.5
1572973114,13301.8
1572973129,12216.3
1572973144,11376.6
1572973159,10424.3
1572973174,10091.5
1572973189,10291.2
1572973204,9943.04
1572973219,9443.84
1572973234,8888.32
1572973249,8532.48
1572973264,8604.16
1572973279,8857.6
1572973294,8729.6
1572973309,8171.52
1572973324,7521.28
1572973339,7086.08
1572973354,7088.64
1572973369,7255.04
1572973384,7142.4
1572973399,7168
1572973414,7211.52
1572973429,7022.08
1572973444,6842.88
1572973459,6538.24
1572973474,6223.36
1572973489,6254.08
1572973504,6476.8
1572973519,6282.24
1572973534,5829.12
1572973549,5803.52
1572973564,5770.24
1572973579,5568
1572973594,5457.92
1572973609,5465.6
1572973624,5624.32
1572973639,5767.68
1572973654,5706.24
1572973669,5603.84
1572973684,5539.84
1572973699,5363.2
1572973714,5250.56
1572973729,5192.96
1572973744,5077.76
1572973759,5125.12
1572973774,5181.44
1572973789,5342.72
1572973804,5452.8
1572973819,5450.24
1572973834,5370.88
1572973849,5337.6
1572973864,5268.48
1572973879,5242.88
1572973894,5228.8
1572973909,5204.48
1572973924,5236.48
1572973939,5391.36
1572973954,5544.96
1572973969,5652.48
1572973984,5575.68
1572973999,5626.88
1572974014,5675.52
1572974029,5849.6
1572974044,6123.52
1572974059,6376.96
1572974074,6522.88
1572974089,6666.24
1572974104,6704.64
1572974119,6842.88
1572974134,7055.36
1572974149,7370.24
1572974164,7779.84
1572974179,8084.48
1572974194,8476.16
1572974209,9054.72
1572974224,9689.6
1572974239,10314.2
1572974254,11223
1572974269,12042.2
1572974284,12656.6
1572974299,13624.3
1572974314,14443.5
1572974329,15226.9
1572974344,15795.2
1572974359,17126.4
1572974374,18396.2
1572974389,18641.9
1572974404,20531.2
1572974419,20137
1572974434,19471.4
1572974449,18836.5
1572974464,18790.4
1572974479,18370.6
1572974494,18257.9
1572974509,17648.6
1572974524,17065
1572974539,16486.4
1572974554,15892.5
1572974569,15344.6
1572974584,14796.8
1572974599,14218.2
1572974614,13655
1572974629,13117.4
1572974644,12692.5
1572974659,12359.7
1572974674,12016.6
1572974689,11770.9
1572974704,11494.4
1572974719,11223
1572974734,11018.2
1572974749,10813.4
1572974764,10654.7
1572974779,10511.4
1572974794,10432
1572974809,10385.9
1572974824,10298.9
1572974839,10211.8
1572974854,10147.8
1572974869,10076.2
1572974884,9935.36
1572974899,9758.72
1572974914,9538.56
1572974929,9285.12
1572974944,9031.68
1572974959,8770.56
1572974974,8532.48
1572974989,8309.76
1572975004,8130.56
1572975019,7974.4
1572975034,7861.76
1572975049,7795.2
1572975064,7746.56
1572975079,7728.64
1572975094,7746.56
1572975109,7782.4
1572975124,7838.72
1572975139,7912.96
1572975154,7992.32
1572975169,8064
1572975184,8099.84
1572975199,8120.32
1572975214,8079.36
1572975229,8007.68
1572975244,7918.08
1572975259,7831.04
1572975274,7738.88
1572975289,7667.2
1572975304,7587.84
1572975319,7505.92
1572975334,7426.56
1572975349,7311.36
1572975364,7080.96
1572975379,6942.72
1572975394,6791.68
1572975409,6645.76
1572975424,6499.84
1572975439,6353.92
1572975454,6218.24
1572975469,6087.68
1572975484,5952
1572975499,5777.92
1572975514,5588.48
1572975529,5381.12
1572975544,5168.64
1572975559,4935.68
1572975574,4725.76
1572975589,4567.04
1572975604,4468.48
1572975619,4419.84
1572975634,4392.96
1572975649,4376.32
1572975664,4372.48
1572975679,4400.64
1572975694,4432.64
1572975709,4495.36
1572975724,4590.08
1572975739,4678.4
1572975754,4709.12
1572975769,4733.44
1572975784,4733.44
1572975799,4686.08
1572975814,4622.08
1572975829,4531.2
1572975844,4404.48
1572975859,4281.6
1572975874,4170.24
1572975889,4089.6
1572975904,4032
1572975919,3980.8
1572975934,3929.6
1572975949,3877.12
1572975964,3861.76
1572975979,3898.88
1572975994,3966.72
1572976009,3992.32
1572976024,4024.32
1572976039,4071.68
1572976054,4096
1572976069,4047.36
1572976084,3929.6
1572976099,3756.8
1572976114,3596.8
1572976129,3491.84
1572976144,3408.64
1572976159,3289.6
1572976174,3152.64
1572976189,3022.08
1572976204,2914.56
1572976219,2812.16
1572976234,2714.88
1572976249,2625.28
1572976264,2552.96
1572976279,2511.36
1572976294,2511.36
1572976309,2536.96
1572976324,2608
1572976339,2711.04
1572976354,2865.92
1572976369,3073.28
1572976384,3339.52
1572976399,3667.2
1572976414,4039.68
1572976429,4416
1572976444,4733.44
1572976459,4919.04
1572976474,4986.88
1572976489,4962.56
1572976504,4915.2
1572976519,4864
1572976534,4848.64
1572976549,4911.36
1572976564,5105.92
1572976579,5381.12
1572976594,5757.44
1572976609,6123.52
1572976624,6443.52
1572976639,6696.96
1572976654,6832.64
1572976669,6842.88
1572976684,6768.64
1572976699,6632.96
1572976714,6471.68
1572976729,6274.56
1572976744,6039.04
1572976759,5793.28
1572976774,5552.64
1572976789,5329.92
1572976804,5128.96
1572976819,4954.88
1572976834,4748.8
1572976849,4570.88
1572976864,4416
1572976879,4293.12
1572976894,4175.36
1572976909,4070.4
1572976924,3978.24
1572976939,3916.8
1572976954,3893.76
1572976969,3897.6
1572976984,3948.8
1572976999,4043.52
1572977014,4190.72
1572977029,4396.8
1572977044,4661.76
1572977059,4962.56
1572977074,5306.88
1572977089,5644.8
1572977104,5977.6
1572977119,6238.72
1572977134,6407.68
1572977149,6471.68
1572977164,6451.2
1572977179,6384.64
1572977194,6284.8
1572977209,6151.68
1572977224,5995.52
1572977239,5841.92
1572977254,5703.68
1572977269,5573.12
1572977284,5452.8
1572977299,5355.52
1572977314,5276.16
1572977329,5221.12
1572977344,5181.44
1572977359,5145.6
1572977374,5125.12
1572977389,5113.6
1572977404,5102.08
1572977419,5081.6
1572977434,5062.4
1572977449,5045.76
1572977464,5011.2
1572977479,4943.36
1572977494,4864
1572977509,4756.48
1572977524,4634.88
1572977539,4508.16
1572977554,4372.48
1572977569,4222.72
1572977584,4060.16
1572977599,3883.52
1572977614,3687.68
1572977629,3479.04
1572977644,3260.16
1572977659,3036.16
1572977674,2813.44
1572977689,2602.24
1572977704,2414.08
1572977719,2240
1572977734,2095.36
1572977749,1965.44
1572977764,1870.72
1572977779,1802.88
1572977794,1761.28
1572977809,1733.12
1572977824,1704.32
1572977839,1676.16
1572977854,1640.96
1572977869,1601.28
1572977884,1551.36
1572977899,1500.8
1572977914,1444.48
1572977929,1386.88
1572977944,1338.88
1572977959,1296.32
1572977974,1263.68
1572977989,1236.8
1572978004,1216
1572978019,1202.24
1572978034,1195.2
1572978049,1198.08
1572978064,1207.04
1572978079,1222.08
1572978094,1236.8
1572978109,1255.68
1572978124,1273.6
1572978139,1297.28
1572978154,1324.8
1572978169,1354.24
1572978184,1389.44
1572978199,1424
1572978214,1461.76
1572978229,1502.08
1572978244,1546.88
1572978259,1601.28
1572978274,1672.32
1572978289,1770.24
1572978304,1903.36
1572978319,2061.44
1572978334,2222.08
1572978349,2350.72
1572978364,2430.08
1572978379,2435.84
1572978394,2378.24
1572978409,2299.52
1572978424,2227.84
1572978439,2186.24
1572978454,2188.16
1572978469,2208
1572978484,2227.84
1572978499,2225.92
1572978514,2200.32
1572978529,2156.8
1572978544,2091.52
1572978559,2005.12
1572978574,1903.36
1572978589,1800.96
1572978604,1704.32
1572978619,1614.72
1572978634,1530.88
1572978649,1453.44
1572978664,1383.04
1572978679,1324.8
1572978694,1270.4
1572978709,1224
1572978724,1187.2
1572978739,1159.68
1572978754,1134.72
1572978769,1111.04
1572978784,1095.04
1572978799,1083.2
1572978814,1078.4
1572978829,1075.52
1572978844,1070.4
1572978859,1058.56
1572978874,1041.6
1572978889,1030.72
1572978904,1016.96
1572978919,1005.44
1572978934,1003.52
1572978949,1007.68
1572978964,1023.04
1572978979,1050.56
1572978994,1093.12
1572979009,1153.6
1572979024,1216
1572979039,1292.16
1572979054,1369.6
1572979069,1448.32
1572979084,1516.8
1572979099,1580.16
1572979114,1637.76
1572979129,1679.36
1572979144,1706.24
1572979159,1731.84
1572979174,1753.6
1572979189,1784.32
1572979204,1820.16
1572979219,1873.28
1572979234,1925.76
1572979249,1979.52
1572979264,2010.88
1572979279,2035.2
1572979294,2048
1572979309,2046.08
1572979324,2024.96
1572979339,2010.24
1572979354,1999.36
1572979369,1988.48
1572979384,1987.2
1572979399,1990.4
1572979414,2001.28
1572979429,2019.84
1572979444,2037.76
1572979459,2055.68
1572979474,2069.76
1572979489,2081.28
1572979504,2087.68
1572979519,2087.68
1572979534,2083.2
1572979549,2081.28
1572979564,2073.6
1572979579,2067.84
1572979594,2061.44
1572979609,2065.28
1572979624,2075.52
1572979639,2085.12
1572979654,2095.36
1572979669,2113.28
1572979684,2124.8
1572979699,2129.28
1572979714,2133.12
1572979729,2131.2
1572979744,2144.64
1572979759,2166.4
1572979774,2198.4
1572979789,2247.68
1572979804,2317.44
1572979819,2396.16
1572979834,2493.44
1572979849,2592.64
1572979864,2668.8
1572979879,2736.64
1572979894,2801.92
1572979909,2837.76
1572979924,2841.6
1572979939,2822.4
1572979954,2784
1572979969,2735.36
1572979984,2677.76
1572979999,2643.2
1572980014,2620.16
1572980029,2624
1572980044,2625.28
1572980059,2612.48
1572980074,2572.8
1572980089,2522.88
1572980104,2459.52
1572980119,2384.64
1572980134,2297.6
1572980149,2202.24
1572980164,2106.88
1572980179,2017.92
1572980194,1941.12
1572980209,1872.64
1572980224,1805.44
1572980239,1740.8
1572980254,1670.4
1572980269,1598.08
1572980284,1514.24
1572980299,1422.72
1572980314,1345.28
1572980329,1279.36
1572980344,1224.96
1572980359,1181.44
1572980374,1145.6
1572980389,1108.16
1572980404,1081.28
1572980419,1061.44
1572980434,1051.52
1572980449,1038.72
1572980464,1029.76
1572980479,1011.52
1572980494,992.64
1572980509,973.76
1572980524,960
1572980539,944.64
1572980554,923.84
1572980569,901.12
1572980584,875.2
1572980599,856
1572980614,834.24
1572980629,818.24
1572980644,805.44
1572980659,802.56
1572980674,807.36
1572980689,816.32
1572980704,831.36
1572980719,844.16
1572980734,859.84
1572980749,874.24
1572980764,893.12
1572980779,914.88
1572980794,938.56
1572980809,970.88
1572980824,1013.44
1572980839,1065.6
1572980854,1133.76
1572980869,1215.04
1572980884,1305.28
1572980899,1390.08
1572980914,1475.2
1572980929,1554.56
1572980944,1626.88
1572980959,1687.04
1572980974,1745.92
1572980989,1802.88
1572981004,1869.44
1572981019,1936
1572981034,2010.88
1572981049,2077.44
1572981064,2135.04
1572981079,2192.64
1572981094,2245.76
1572981109,2295.04
1572981124,2336.64
1572981139,2372.48
1572981154,2406.4
1572981169,2442.24
1572981184,2469.76
1572981199,2499.2
1572981214,2517.12
1572981229,2503.04
1572981244,2451.84
1572981259,2341.12
1572981274,2198.4
1572981289,2017.92
1572981304,1820.16
1572981319,1621.12
1572981334,1428.48
1572981349,1287.36
1572981364,1191.36
1572981379,1143.68
1572981394,1118.08
1572981409,1103.04
1572981424,1084.16
1572981439,1061.44
1572981454,1025.92
1572981469,981.76
1572981484,942.08
1572981499,912.96
1572981514,886.08
1572981529,862.08
1572981544,827.2
1572981559,790.08
1572981574,754.56
1572981589,722.24
1572981604,690.56
1572981619,675.84
1572981634,664.96
1572981649,660.8
1572981664,664
1572981679,667.84
1572981694,668.8
1572981709,663.04
1572981724,645.6
1572981739,618.88
1572981754,597.12
1572981769,577.28
1572981784,561.92
1572981799,551.04
1572981814,541.12
1572981829,534.24
1572981844,526.24
1572981859,518.4
1572981874,514.4
1572981889,509.44
1572981904,508.48
1572981919,513.44
1572981934,529.28
1572981949,556
1572981964,596.16
1572981979,642.72
1572981994,692.48
1572982009,741.76
1572982024,792.64
1572982039,855.36
1572982054,941.12
1572982069,1037.76
1572982084,1165.44
1572982099,1317.12
1572982114,1491.2
1572982129,1673.6
1572982144,1849.6
1572982159,2019.84
1572982174,2188.16
1572982189,2366.72
1572982204,2525.44
1572982219,2659.84
1572982234,2740.48
1572982249,2780.16
1572982264,2790.4
1572982279,2782.72
1572982294,2776.32
1572982309,2790.4
1572982324,2819.84
1572982339,2848
1572982354,2867.2
1572982369,2874.88
1572982384,2885.12
1572982399,2874.88
1572982414,2849.28
1572982429,2773.76
1572982444,2664.96
1572982459,2527.36
1572982474,2388.48
1572982489,2269.44
1572982504,2164.48
1572982519,2055.68
1572982534,1923.84
1572982549,1802.24
1572982564,1692.16
1572982579,1608.32
1572982594,1545.6
1572982609,1527.04
1572982624,1544.96
1572982639,1574.4
1572982654,1601.28
1572982669,1601.92
1572982684,1574.4
1572982699,1547.52
1572982714,1532.8
1572982729,1525.76
1572982744,1523.84
1572982759,1523.84
1572982774,1518.72
1572982789,1509.76
1572982804,1494.4
1572982819,1467.52
1572982834,1420.16
1572982849,1351.68
1572982864,1272.32
1572982879,1188.16
1572982894,1120
1572982909,1068.48
1572982924,1035.84
1572982939,1008.96
1572982954,987.84
1572982969,968
1572982984,963.84
1572982999,967.04
1572983014,967.04
1572983029,950.08
1572983044,910.08
1572983059,852.48
1572983074,802.56
1572983089,762.56
1572983104,732.8
1572983119,703.36
1572983134,680.64
1572983149,677.76
1572983164,679.68
1572983179,672.64
1572983194,657.92
1572983209,624.8
1572983224,580.32
1572983239,533.28
1572983254,496.16
1572983269,466.4
1572983284,443.68
1572983299,429.76
1572983314,420.64
1572983329,409.76
1572983344,400.48
1572983359,390.56
1572983374,376.8
1572983389,365.6
1572983404,357.76
1572983419,356.64
1572983434,361.6
1572983449,372.48
1572983464,382.72
1572983479,396.64
1572983494,411.68
1572983509,430.72
1572983524,451.52
1572983539,471.36
1572983554,486.24
1572983569,495.04
1572983584,495.04
1572983599,489.12
1572983614,478.24
1572983629,461.44
1572983644,439.68
1572983659,417.6
1572983674,396.64
1572983689,380.64
1572983704,370.56
1572983719,360.64
1572983734,349.76
1572983749,334.72
1572983764,316.16
1572983779,304
1572983794,297.04
1572983809,293.84
1572983824,290.88
1572983839,288.88
1572983854,284.96
1572983869,282
1572983884,280
1572983899,283.92
1572983914,292.88
1572983929,302
1572983944,306.96
1572983959,310.96
