1571740797 4.7629
1571740857 5.78824
1571740917 7.50661
1571740977 9.94824
1571741037 12.9015
1571741097 16.3728
1571741157 19.8971
1571741217 23.6619
1571741277 27.5361
1571741337 32.7462
1571741397 39.7949
1571741457 47.3244
1571741517 53.8926
1571741577 60.0573
1571741637 66.9271
1571741697 76.216
1571741757 84.9341
1571741817 96.7221
1571741877 110.146
1571741937 125.433
1571741997 145.97
1571742057 169.869
1571742117 197.681
1571742177 230.046
1571742237 261.974
1571742297 304.866
1571742357 354.78
1571742417 404.019
1571742477 470.168
1571742537 559.127
1571742597 636.727
1571742657 709.56
1571742777 773.781
1571742897 825.733
1571743017 900.469
1571743137 1047.9
1571743257 1193.33
1571743377 1329.84
1571743497 1481.95
1571743617 1651.47
1571744097 2050.89
1571744577 2492.34
1571746497 5319.34
1571748417 6190.25
1571750337 4570.96
1571752257 7687.42
1571754717 13211.7
1571756637 15045.4
1571758557 11353
1571760477 43486.6
1571762397 19093.4
1571764317 28815
1571766237 5927.81
1571768157 2838.24
1571770496 8566.75
1571772416 7522.69
1571774336 3375.26
1571776256 3680.75
1571778176 1616.08
1571778656 650.67
1571779136 404.019
1571779256 431.145
1571779376 440.586
1571779496 501.735
1571779616 501.735
1571779736 450.234
1571779856 318.363
1571779976 225.117
1571780096 155.77
1571780156 122.745
1571780216 94.6495
1571780276 72.9846
1571780336 58.7704
1571780396 50.5019
1571780456 47.3244
1571780516 43.3967
1571780576 39.7949
1571780636 36.492
1571780696 33.4633
1571780756 30.6859
1571780816 28.139
1571780876 25.2506
1571780936 23.6619
1571780996 20.3328
1571781056 16.7313
1571781116 13.4727
1571781176 11.329
1571781236 9.12252
1571781296 7.18833
1571781356 4.7629
1571781416 8.01065
1571781476 6.59167
1571781536 5.30779
1571781596 4.09272
1571781656 3.15577
1571781716 2.18346
1571781776 1.72041
1571781836 1.21633
1571781896 0.937771
1571781956 0.677449
1571827857 4.4632
1571827917 6.73602
1571827977 7.671
1571828037 7.83898
1571828097 8.36534
1571828157 9.94824
1571828217 12.0897
1571828277 14.3773
1571828337 15.0139
1571828397 16.0219
1571828457 17.0977
1571828517 19.4707
1571828577 24.18
1571828637 25.8035
1571828697 28.7552
1571828757 30.6859
1571828817 29.3849
1571828877 31.3578
1571828937 32.0445
1571828997 36.492
1571829057 38.9421
1571829117 45.318
1571829177 60.0573
1571829237 66.9271
1571829297 71.4207
1571829357 65.493
1571829417 62.7163
1571829477 60.0573
1571829537 58.7704
1571829597 65.493
1571829657 62.7163
1571829717 57.511
1571829837 107.786
1571829957 98.84
1571830077 103.216
1571830197 110.146
1571830317 125.433
1571830437 122.745
1571830557 105.476
1571830677 86.7939
1571831157 181.274
1571831637 273.573
1571833557 1025.44
1571835477 501.735
1571837397 431.145
1571840517 4877.86
1571842437 5676.49
1571844357 9546.68
1571846277 2838.24
1571848197 4013.88
1571850117 9755.72
1571852037 35017.4
1571853957 26423.5
1571855877 57630
1571857316 57630
1571859236 18283.9
1571861156 7687.42
1571863076 2602.68
1571864996 1358.96
1571865476 1047.9
1571865956 740.975
1571866076 664.918
1571866196 583.881
1571866316 512.721
1571866436 450.234
1571866556 386.89
1571866676 325.335
1571866796 273.573
1571866916 225.117
1571866976 202.009
1571867036 181.274
1571867096 159.181
1571867156 142.842
1571867216 125.433
1571867276 107.786
1571867336 94.6495
1571867396 83.1141
1571867456 72.9846
1571867516 62.7163
1571867576 53.8926
1571867636 45.318
1571867696 38.1077
1571867756 32.0445
1571867816 26.946
1571867876 21.698
1571867936 17.8547
1571867996 14.6921
1571868056 12.0897
1571868116 9.73505
1571868176 8.18607
1571868236 6.45041
1571868296 5.08273
1571868356 3.91917
1571868416 3.15577
1571868476 2.43329
1571868536 1.91727
1571868596 1.47827
1571868656 1.16473
1571868716 0.937771
1571868776 0.677449
1571913597 5.42403
1571913657 6.88354
1571913717 8.73573
1571913777 10.1661
1571913837 12.3545
1571913897 15.3426
1571913957 18.6452
1571914017 23.1549
1571914077 26.946
1571914137 32.7462
1571914197 38.9421
1571914257 45.318
1571914317 52.7378
1571914377 62.7163
1571914437 72.9846
1571914497 83.1141
1571914557 96.7221
1571914617 110.146
1571914677 125.433
1571914737 139.781
1571914797 159.181
1571914857 177.39
1571914917 197.681
1571914977 220.293
1571915037 245.492
1571915097 267.71
1571915157 291.94
1571915217 318.363
1571915277 354.78
1571915337 378.6
1571915397 412.866
1571915457 440.586
1571915577 501.735
1571915697 571.37
1571915817 636.727
1571915937 709.56
1571916057 790.725
1571916177 843.814
1571916297 920.186
1571916417 1003.47
1571916897 1273.46
1571917377 1581.45
1571919297 18684.2
1571921217 12380.5
1571923137 17508.7
1571926707 20375.3
1571928627 60181.5
1571930547 62846
1571932467 64222.1
1571934387 62846
1571936307 62846
1571938227 32111.1
1571940147 47422.5
1571942067 50606.4
1571943596 54004.2
1571945516 8027.77
1571947436 9755.72
1571949356 3302.93
1571951276 1547.56
1571951756 1142.74
1571952236 773.781
1571952356 694.356
1571952476 609.732
1571952596 535.422
1571952716 460.093
1571952836 395.362
1571952956 325.335
1571953076 267.71
1571953196 215.572
1571953256 197.681
1571953316 185.243
1571953376 173.589
1571953436 159.181
1571953496 149.166
1571953556 136.786
1571953616 117.541
1571953676 98.84
1571953736 79.5903
1571953796 62.7163
1571953856 50.5019
1571953916 41.5568
1571953976 34.9448
1571954036 28.7552
1571954096 23.1549
1571954156 19.0535
1571954216 16.0219
1571954276 13.184
1571954336 11.0863
1571954396 9.52644
1571954456 7.50661
1571954516 6.04454
1571954576 4.86721
1571954636 3.83518
1571954696 2.8938
1571954756 2.38113
1571954816 1.75809
1571954876 1.64744
1571954936 1.21633
1571954996 0.979318
1571955056 0.73882
1572000867 4.7629
1572000927 5.42403
1572000987 6.45041
1572001047 7.34574
1572001107 8.54853
1572001167 10.1661
1572001227 11.0863
1572001287 12.625
1572001347 14.3773
1572001407 15.6786
1572001467 17.4721
1572001527 19.8971
1572001587 23.1549
1572001647 26.3686
1572001707 28.7552
1572001767 32.0445
1572001827 34.9448
1572001887 36.492
1572001947 38.9421
1572002007 41.5568
1572002067 44.3469
1572002127 47.3244
1572002187 50.5019
1572002247 55.0727
1572002307 60.0573
1572002367 64.0896
1572002427 69.8903
1572002487 74.5828
1572002547 136.786
1572002607 145.97
1572002667 159.181
1572002727 169.869
1572002847 177.39
1572002967 210.953
1572003087 240.231
1572003207 298.333
1572003327 339.738
1572003447 378.6
1572003567 404.019
1572003687 421.907
1572004167 535.422
1572004647 773.781
1572006567 1581.45
1572008487 4191.59
1572010407 5554.85
1572012507 13501
1572014427 14723
1572016347 20375.3
1572018267 15374.8
1572020187 14098.8
1572022107 17508.7
1572024027 9342.11
1572025947 9141.93
1572027867 12928.6
1572029787 8946.04
1572031316 4671.06
1572033236 4473.02
1572035156 2717.91
1572037076 709.56
1572037556 583.881
1572038036 501.735
1572038156 490.984
1572038276 404.019
1572038396 304.866
1572038516 225.117
1572038636 189.3
1572038756 162.667
1572038876 142.842
1572038996 133.855
1572039056 133.855
1572039116 128.18
1572039176 117.541
1572039236 105.476
1572039296 94.6495
1572039356 84.9341
1572039416 72.9846
1572039476 61.3724
1572039536 53.8926
1572039596 47.3244
1572039656 42.4667
1572039716 37.2911
1572039776 30.6859
1572039836 27.5361
1572039896 23.1549
1572039956 19.8971
1572040016 17.0977
1572040076 14.6921
1572040136 12.625
1572040196 10.8487
1572040256 8.92703
1572040316 7.34574
1572040376 5.78824
1572040436 4.56094
1572040496 3.59385
1572040556 2.8938
1572040616 2.13666
1572040676 1.72041
1572040736 1.41557
1572040796 0.979318
1572040856 0.73882
1572086967 5.915
1572087027 7.671
1572087087 10.1661
1572087147 12.9015
1572087207 16.0219
1572087267 19.4707
1572087327 23.6619
1572087387 28.139
1572087447 32.0445
1572087507 38.1077
1572087567 43.3967
1572087627 51.6077
1572087687 60.0573
